name,roof_area_m2,potential_kwh_yr,geometry_wkt
,969.4626737601596,170625.4305817881,"POLYGON ((11.420218 47.259704, 11.420437 47.259779, 11.420548 47.259637, 11.42058 47.259596, 11.420596 47.259576, 11.420606 47.259563, 11.420446 47.259505, 11.420436 47.259517, 11.420362 47.259612, 11.420299 47.259589, 11.420218 47.259704))"
,211.1773064762461,37167.205939819316,"POLYGON ((11.420562 47.259219, 11.420482 47.259191, 11.420396 47.259306, 11.420476 47.259333, 11.420562 47.259219))"
,155.31053627254474,27334.654383967878,"POLYGON ((11.4183 47.258966, 11.418414 47.258996, 11.418451 47.258931, 11.418338 47.258901, 11.4183 47.258966))"
,109.24187911848195,19226.570724852827,"POLYGON ((11.420046 47.259091, 11.420121 47.259117, 11.420167 47.259054, 11.420092 47.259028, 11.420046 47.259091))"
,206.3478407355754,36317.21996946128,"POLYGON ((11.420016 47.259374, 11.41995 47.259353, 11.419879 47.25933, 11.419832 47.259398, 11.419969 47.259441, 11.420016 47.259374))"
SOHO,5405.54103165506,951375.2215712905,"POLYGON ((11.438421 47.264844, 11.438482 47.264446, 11.439217 47.264498, 11.439156 47.264896, 11.438621 47.264858, 11.438421 47.264844))"
SOHO 2.0,6883.212228847551,1211445.352277169,"POLYGON ((11.43931 47.26488, 11.439856 47.26492, 11.440094 47.264951, 11.440314 47.264979, 11.440408 47.264704, 11.440423 47.264658, 11.439362 47.264479, 11.439357 47.26452, 11.43931 47.26488))"
,445.3798841160566,78386.85960442596,"POLYGON ((11.421683 47.259932, 11.421592 47.260053, 11.421747 47.26011, 11.421842 47.259988, 11.421683 47.259932))"
,426.537319645273,75070.56825756805,"POLYGON ((11.421589 47.260558, 11.421605 47.260564, 11.421575 47.260603, 11.421641 47.260627, 11.421673 47.260586, 11.421725 47.260605, 11.421765 47.260554, 11.421803 47.260568, 11.421842 47.260518, 11.42167 47.260456, 11.421589 47.260558))"
,469.33065533994693,82602.19533983067,"POLYGON ((11.421894 47.259685, 11.422047 47.25974, 11.422144 47.25961, 11.421989 47.259552, 11.421894 47.259685))"
,404.46298986956896,71185.48621704415,"POLYGON ((11.420858 47.259775, 11.420957 47.259662, 11.420972 47.259668, 11.421102 47.259716, 11.421001 47.259833, 11.420858 47.259775))"
,269.314038592199,47399.270792227035,"POLYGON ((11.420764 47.260698, 11.420725 47.260684, 11.420661 47.260662, 11.420575 47.260776, 11.420678 47.260811, 11.420764 47.260698))"
,445.13743188439514,78344.18801165355,"POLYGON ((11.420972 47.259668, 11.421071 47.259544, 11.421223 47.2596, 11.421124 47.259724, 11.421102 47.259716, 11.420972 47.259668))"
,138.17691481483476,24319.137007410918,"POLYGON ((11.420767 47.260522, 11.42072 47.260584, 11.420784 47.260607, 11.420815 47.260618, 11.420863 47.260555, 11.420767 47.260522))"
,1865.096514824293,328256.9866090756,"POLYGON ((11.420678 47.260534, 11.420325 47.26041, 11.420209 47.260547, 11.420284 47.26071, 11.420499 47.260776, 11.420678 47.260534))"
,439.6377299147597,77376.24046499771,"POLYGON ((11.421747 47.26011, 11.421652 47.260233, 11.4215 47.260174, 11.421592 47.260053, 11.421747 47.26011))"
,389.8786908481524,68618.64958927482,"POLYGON ((11.421001 47.259833, 11.420904 47.259943, 11.420761 47.259886, 11.420858 47.259775, 11.421001 47.259833))"
,292.5743167334306,51493.079745083785,"POLYGON ((11.420991 47.260239, 11.42111 47.260282, 11.421192 47.260177, 11.421073 47.260134, 11.420991 47.260239))"
,451.61893934349604,79484.93332445531,"POLYGON ((11.421798 47.259818, 11.421775 47.25981, 11.421683 47.259932, 11.421842 47.259988, 11.421937 47.259866, 11.421798 47.259818))"
,687.9940882027768,121086.95952368871,"POLYGON ((11.421536 47.260437, 11.421607 47.260343, 11.421289 47.260234, 11.421219 47.260328, 11.421536 47.260437))"
,777.7468033037171,136883.43738145422,"POLYGON ((11.421469 47.260514, 11.421153 47.260407, 11.421084 47.260502, 11.421217 47.260547, 11.4212 47.26057, 11.421383 47.260632, 11.421469 47.260514))"
,446.16227482486124,78524.56036917558,"POLYGON ((11.421071 47.259544, 11.42117 47.25942, 11.421322 47.259475, 11.421223 47.2596, 11.421071 47.259544))"
,634.9471902137657,111750.70547762279,"POLYGON ((11.422165 47.260608, 11.422004 47.260552, 11.421879 47.260717, 11.421933 47.260736, 11.421923 47.260749, 11.421971 47.260765, 11.421978 47.260756, 11.422039 47.260777, 11.422165 47.260608))"
,586.9688925283435,103306.52508498846,"POLYGON ((11.422841 47.259852, 11.422691 47.2598, 11.422563 47.259969, 11.422713 47.260021, 11.422841 47.259852))"
,396.99745888523927,69871.55276380212,"POLYGON ((11.422299 47.261099, 11.422231 47.261076, 11.422173 47.261157, 11.422074 47.261125, 11.422013 47.26121, 11.422131 47.261249, 11.422164 47.261204, 11.422213 47.26122, 11.422299 47.261099))"
,217.56068822889796,38290.68112828604,"POLYGON ((11.422525 47.261238, 11.422454 47.26133, 11.422545 47.261362, 11.422579 47.261317, 11.422601 47.261325, 11.422638 47.261278, 11.422525 47.261238))"
,196.80629973982337,34637.90875420892,"POLYGON ((11.42298 47.260629, 11.422963 47.26065, 11.422935 47.26064, 11.422896 47.260687, 11.423026 47.260735, 11.42308 47.260664, 11.42298 47.260629))"
,166.71603160633435,29342.021562714846,"POLYGON ((11.423245 47.260275, 11.423347 47.26031, 11.4234 47.260239, 11.423297 47.260204, 11.423245 47.260275))"
,158.01367483290005,27810.40677059041,"POLYGON ((11.423089 47.260489, 11.423037 47.26056, 11.423133 47.260594, 11.423186 47.260523, 11.423089 47.260489))"
,183.61412670163276,32316.086299487368,"POLYGON ((11.423441 47.259998, 11.423389 47.260068, 11.423504 47.260107, 11.423556 47.260037, 11.423441 47.259998))"
,194.20508652920046,34180.09522913928,"POLYGON ((11.422868 47.260855, 11.422816 47.260919, 11.422856 47.260934, 11.422841 47.260952, 11.42291 47.260978, 11.422924 47.260961, 11.422975 47.260896, 11.422868 47.260855))"
,616.4509035391906,108495.35902289755,"POLYGON ((11.423292 47.260715, 11.423253 47.260763, 11.423317 47.260787, 11.423282 47.260835, 11.42332 47.260847, 11.423281 47.260907, 11.423351 47.260928, 11.423374 47.260895, 11.423407 47.260905, 11.423423 47.260881, 11.42339 47.260871, 11.423405 47.260848, 11.423426 47.260853, 11.423438 47.260832, 11.423421 47.260827, 11.423514 47.260713, 11.42339 47.260666, 11.423336 47.260732, 11.423292 47.260715))"
,256.71275868623314,45181.44552877704,"POLYGON ((11.422638 47.261278, 11.422654 47.261284, 11.422709 47.261212, 11.422682 47.261202, 11.422696 47.261185, 11.422594 47.261149, 11.422525 47.261238, 11.422638 47.261278))"
,162.2907776017695,28563.176857911436,"POLYGON ((11.423193 47.260346, 11.423141 47.260418, 11.42324 47.260452, 11.423293 47.260381, 11.423193 47.260346))"
,245.72097312382004,43246.89126979234,"POLYGON ((11.423079 47.261014, 11.423005 47.260987, 11.422951 47.261056, 11.422936 47.26105, 11.422908 47.261085, 11.422924 47.26109, 11.422898 47.261122, 11.422972 47.261149, 11.423003 47.26111, 11.423079 47.261014))"
,173.09750504836515,30465.160888512266,"POLYGON ((11.423441 47.259998, 11.423332 47.259961, 11.423281 47.260031, 11.423389 47.260068, 11.423441 47.259998))"
,258.72320998256,45535.28495693056,"POLYGON ((11.423138 47.259903, 11.423027 47.259866, 11.422966 47.25995, 11.422996 47.25996, 11.422977 47.259986, 11.423057 47.260013, 11.423138 47.259903))"
,517.7879994817542,91130.68790878876,"POLYGON ((11.422478 47.260792, 11.422373 47.260757, 11.422353 47.26075, 11.422248 47.260893, 11.422308 47.260914, 11.422287 47.260944, 11.422393 47.260978, 11.422431 47.260928, 11.422444 47.260906, 11.422404 47.260893, 11.422478 47.260792))"
,317.50933148888873,55881.64234204442,"POLYGON ((11.422831 47.261349, 11.422819 47.261345, 11.422847 47.261307, 11.422777 47.261283, 11.422749 47.261321, 11.422716 47.261365, 11.422706 47.261361, 11.422644 47.261444, 11.422737 47.261474, 11.422831 47.261349))"
,44.15952516729501,7772.076429443921,"POLYGON ((11.423237 47.260063, 11.423197 47.26005, 11.423162 47.2601, 11.423202 47.260113, 11.423237 47.260063))"
,313.19807897172973,55122.861899024436,"POLYGON ((11.422924 47.261533, 11.422982 47.26145, 11.423014 47.261461, 11.423042 47.26142, 11.423011 47.261409, 11.422999 47.261426, 11.422881 47.261388, 11.422805 47.261495, 11.422924 47.261533))"
,222.08961609101453,39087.77243201856,"POLYGON ((11.422868 47.260855, 11.422719 47.260798, 11.422672 47.260855, 11.422714 47.260871, 11.422708 47.260878, 11.422816 47.260919, 11.422868 47.260855))"
,174.74855991146683,30755.746544418165,"POLYGON ((11.423037 47.26056, 11.42302 47.260579, 11.422994 47.26057, 11.422977 47.260596, 11.422999 47.260603, 11.42298 47.260629, 11.42308 47.260664, 11.423133 47.260594, 11.423037 47.26056))"
,723.4941299199866,127334.96686591765,"POLYGON ((11.422299 47.261099, 11.422213 47.26122, 11.422255 47.261234, 11.422223 47.261271, 11.422328 47.261306, 11.422343 47.261286, 11.422357 47.26129, 11.422503 47.261103, 11.422352 47.261051, 11.422299 47.261099))"
,205.6405707023447,36192.74044361267,"POLYGON ((11.422874 47.26025, 11.422778 47.260215, 11.422706 47.260307, 11.422802 47.260341, 11.422874 47.26025))"
,160.1829506152221,28192.199308279087,"POLYGON ((11.423141 47.260418, 11.423089 47.260489, 11.423186 47.260523, 11.42324 47.260452, 11.423141 47.260418))"
,203.91321480647636,35888.725805939845,"POLYGON ((11.422605 47.260986, 11.422431 47.260928, 11.422393 47.260978, 11.422568 47.261038, 11.422605 47.260986))"
,164.634692144382,28975.70581741123,"POLYGON ((11.423245 47.260275, 11.423193 47.260346, 11.423293 47.260381, 11.423347 47.26031, 11.423245 47.260275))"
,512.9603523514502,90281.02201385525,"POLYGON ((11.424456 47.260807, 11.424255 47.260738, 11.424179 47.260841, 11.424317 47.260888, 11.424291 47.260923, 11.424342 47.260941, 11.424368 47.260906, 11.424379 47.260909, 11.424456 47.260807))"
,423.7191578269648,74574.57177754582,"POLYGON ((11.424896 47.261326, 11.424774 47.261283, 11.424658 47.261434, 11.424731 47.261458, 11.424778 47.261477, 11.424896 47.261326))"
,381.7125441804598,67181.40777576093,"POLYGON ((11.424354 47.261882, 11.424456 47.26176, 11.424324 47.261708, 11.424305 47.261701, 11.424275 47.261742, 11.424301 47.261752, 11.424248 47.261813, 11.424261 47.261819, 11.424251 47.261827, 11.424256 47.261845, 11.424354 47.261882))"
,1053.2414707045177,185370.49884399513,"POLYGON ((11.424699 47.260442, 11.424516 47.260382, 11.424441 47.260487, 11.424461 47.260494, 11.42444 47.260524, 11.424418 47.260517, 11.424362 47.260596, 11.4243 47.260576, 11.424263 47.260627, 11.424459 47.260691, 11.424482 47.260658, 11.424512 47.260668, 11.424614 47.260526, 11.424635 47.260532, 11.424699 47.260442))"
,584.4575189041666,102864.52332713333,"POLYGON ((11.424011 47.261894, 11.424112 47.261932, 11.424115 47.261939, 11.424127 47.261944, 11.424139 47.261948, 11.42415 47.261946, 11.424256 47.261985, 11.424273 47.261982, 11.424354 47.261882, 11.424256 47.261845, 11.424226 47.261883, 11.424205 47.261874, 11.424208 47.261871, 11.424174 47.261859, 11.424179 47.261851, 11.424177 47.261846, 11.424129 47.261828, 11.424143 47.26181, 11.424089 47.261788, 11.424077 47.261805, 11.424011 47.261894))"
,355.5370352904821,62574.51821112485,"POLYGON ((11.424077 47.261805, 11.423978 47.261767, 11.423991 47.261752, 11.423935 47.261732, 11.423879 47.261807, 11.423863 47.2618, 11.423848 47.261823, 11.423855 47.261836, 11.423922 47.261861, 11.423922 47.26187, 11.423932 47.261874, 11.423944 47.261878, 11.423959 47.261875, 11.424011 47.261894, 11.424077 47.261805))"
,251.27757473498502,44224.85315335737,"POLYGON ((11.424658 47.261434, 11.424633 47.261426, 11.424549 47.261541, 11.424641 47.261573, 11.424731 47.261458, 11.424658 47.261434))"
,347.1556172164125,61099.38863008861,"POLYGON ((11.42454 47.261648, 11.424469 47.261618, 11.424455 47.261633, 11.42438 47.261603, 11.424355 47.261635, 11.424368 47.26164, 11.424324 47.261708, 11.424456 47.26176, 11.42454 47.261648))"
,37.386285332895845,6579.98621858967,"POLYGON ((11.426544 47.261808, 11.426492 47.261772, 11.426463 47.261792, 11.426515 47.261828, 11.426544 47.261808))"
,732.6275749923284,128942.4531986498,"POLYGON ((11.427076 47.261229, 11.426929 47.261323, 11.426909 47.261336, 11.426787 47.261414, 11.42689 47.261487, 11.427036 47.261393, 11.427178 47.261302, 11.427076 47.261229))"
,313.83984811104176,55235.81326754336,"POLYGON ((11.426078 47.261188, 11.425961 47.261137, 11.425862 47.261242, 11.425978 47.261292, 11.426078 47.261188))"
,756.1171370190007,133076.61611534414,"POLYGON ((11.426501 47.261591, 11.426355 47.261679, 11.426207 47.261769, 11.42631 47.261848, 11.426455 47.261759, 11.426605 47.261668, 11.426501 47.261591))"
Medzentrum Innsbruck,871.7914081634812,153435.2878367727,"POLYGON ((11.427194 47.26132, 11.427234 47.261326, 11.427325 47.261324, 11.427419 47.261306, 11.427507 47.261261, 11.427579 47.261203, 11.427625 47.261147, 11.427643 47.261083, 11.427639 47.261048, 11.427633 47.261024, 11.427414 47.261172, 11.427194 47.26132))"
,769.1936108374566,135378.07550739238,"POLYGON ((11.42591 47.261943, 11.42576 47.262028, 11.425609 47.262114, 11.425701 47.262199, 11.425858 47.26211, 11.426012 47.262023, 11.42591 47.261943))"
,30.14819326739927,5306.082015062272,"POLYGON ((11.425943 47.262158, 11.425893 47.262123, 11.425869 47.262139, 11.425919 47.262174, 11.425943 47.262158))"
,422.06797898931916,74283.96430212018,"POLYGON ((11.426223 47.261377, 11.426095 47.261473, 11.426074 47.261489, 11.426196 47.261558, 11.426215 47.261544, 11.426267 47.261503, 11.426333 47.26145, 11.426223 47.261377))"
,37.82574389936801,6657.33092628877,"POLYGON ((11.426246 47.261988, 11.426197 47.261949, 11.426166 47.261967, 11.426216 47.262006, 11.426246 47.261988))"
,1290.9813679805222,227212.72076457195,"POLYGON ((11.427076 47.261229, 11.427178 47.261302, 11.427391 47.261157, 11.42767 47.260966, 11.4276 47.260919, 11.427569 47.26094, 11.427528 47.260913, 11.427492 47.260936, 11.427076 47.261229))"
,305.7001574060087,53803.22770345754,"POLYGON ((11.426223 47.261377, 11.426333 47.26145, 11.426384 47.261416, 11.426444 47.261376, 11.426342 47.261299, 11.426223 47.261377))"
,726.9929404997848,127950.75752796215,"POLYGON ((11.426787 47.261414, 11.426645 47.261502, 11.426501 47.261591, 11.426605 47.261668, 11.426746 47.261578, 11.42689 47.261487, 11.426787 47.261414))"
,42.24855086416352,7435.74495209278,"POLYGON ((11.426839 47.261625, 11.426784 47.261587, 11.426753 47.261608, 11.426808 47.261646, 11.426839 47.261625))"
,326.966997494738,57546.19155907389,"POLYGON ((11.426507 47.261203, 11.426374 47.26128, 11.426474 47.261357, 11.426539 47.261322, 11.426605 47.261286, 11.426507 47.261203))"
,447.20771906023776,78708.55855460186,"POLYGON ((11.42624 47.260876, 11.42616 47.260982, 11.426344 47.261045, 11.426423 47.260939, 11.42624 47.260876))"
,759.5906659283567,133687.95720339078,"POLYGON ((11.426207 47.261769, 11.42591 47.261943, 11.426012 47.262023, 11.426161 47.261936, 11.42631 47.261848, 11.426207 47.261769))"
,42.87761999205558,7546.461118601783,"POLYGON ((11.425524 47.261614, 11.425496 47.261644, 11.425552 47.261668, 11.42558 47.261638, 11.425524 47.261614))"
,314.720042649412,55390.72750629651,"POLYGON ((11.425513 47.261609, 11.425524 47.261614, 11.42558 47.261638, 11.425631 47.26166, 11.425728 47.261556, 11.42561 47.261505, 11.425513 47.261609))"
,42.705080662367074,7516.094196576607,"POLYGON ((11.427125 47.261445, 11.427069 47.261404, 11.427038 47.261423, 11.427094 47.261464, 11.427125 47.261445))"
,397.155547859131,69899.37642320707,"POLYGON ((11.426507 47.261203, 11.426605 47.261286, 11.426679 47.261251, 11.426739 47.261222, 11.426768 47.261207, 11.426682 47.261121, 11.426653 47.261135, 11.426507 47.261203))"
,302.44159890813626,53229.72140783199,"POLYGON ((11.425786 47.261324, 11.425689 47.261424, 11.425804 47.261476, 11.425901 47.261376, 11.425786 47.261324))"
,68.79624370029737,12108.13889125234,"POLYGON ((11.424308 47.259048, 11.424408 47.259083, 11.424386 47.259113, 11.424287 47.259078, 11.424308 47.259048))"
,274.0193306632092,48227.40219672482,"POLYGON ((11.423057 47.25969, 11.423154 47.25972, 11.42316 47.259712, 11.423204 47.259725, 11.423259 47.259643, 11.423117 47.259599, 11.423057 47.25969))"
,236.03503012320235,41542.16530168362,"POLYGON ((11.424402 47.258828, 11.424276 47.258784, 11.424215 47.258866, 11.424342 47.258909, 11.424402 47.258828))"
,328.2025910652547,57763.65602748483,"POLYGON ((11.423928 47.259507, 11.423816 47.259466, 11.423716 47.25959, 11.423827 47.259631, 11.423928 47.259507))"
,310.09879455977136,54577.38784251976,"POLYGON ((11.423928 47.258648, 11.423843 47.258621, 11.423832 47.258638, 11.423779 47.258621, 11.423717 47.258712, 11.423855 47.258756, 11.423928 47.258648))"
,506.94276282172956,89221.92625662441,"POLYGON ((11.424314 47.258486, 11.424101 47.258416, 11.424025 47.258521, 11.424238 47.258592, 11.424314 47.258486))"
,904.3004196225481,159156.87385356848,"POLYGON ((11.424938 47.25858, 11.424801 47.258536, 11.424611 47.258807, 11.424748 47.258851, 11.424887 47.258696, 11.424938 47.25858))"
,354.2697783515162,62351.48098986686,"POLYGON ((11.423392 47.259386, 11.423238 47.259336, 11.423168 47.25944, 11.423322 47.25949, 11.423392 47.259386))"
,243.08670319038941,42783.25976150854,"POLYGON ((11.423616 47.259488, 11.423491 47.259445, 11.423428 47.25953, 11.423554 47.259573, 11.423616 47.259488))"
,520.8750273295525,91674.00481000124,"POLYGON ((11.422555 47.25832, 11.422701 47.258371, 11.422814 47.258214, 11.422664 47.258166, 11.422555 47.25832))"
,514.6387521092873,90576.42037123458,"POLYGON ((11.422555 47.25832, 11.422446 47.258474, 11.422575 47.258522, 11.422588 47.258527, 11.422701 47.258371, 11.422555 47.25832))"
,468.96968949523614,82538.66535116156,"POLYGON ((11.422794 47.258582, 11.422772 47.258574, 11.422677 47.25871, 11.422832 47.258763, 11.422923 47.258629, 11.422794 47.258582))"
,423.04264482752205,74455.50548964388,"POLYGON ((11.422197 47.258244, 11.422072 47.258391, 11.422189 47.258438, 11.422314 47.258291, 11.422197 47.258244))"
,461.35959497631507,81199.28871583147,"POLYGON ((11.422446 47.258474, 11.422424 47.258466, 11.422331 47.258602, 11.422485 47.258654, 11.422575 47.258522, 11.422446 47.258474))"
,537.5193334341132,94603.40268440393,"POLYGON ((11.422902 47.258427, 11.422794 47.258582, 11.422923 47.258629, 11.422943 47.258636, 11.423056 47.258481, 11.422902 47.258427))"
,660.0605869458893,116170.66330247652,"POLYGON ((11.422388 47.258917, 11.422324 47.259015, 11.422474 47.25906, 11.422452 47.259093, 11.42257 47.259129, 11.422656 47.258997, 11.422388 47.258917))"
,432.217027375838,76070.19681814748,"POLYGON ((11.421629 47.259099, 11.421666 47.259113, 11.421568 47.259228, 11.421414 47.259169, 11.421512 47.259053, 11.421629 47.259099))"
,683.2218714532668,120247.04937577498,"POLYGON ((11.422388 47.258917, 11.422111 47.258833, 11.422024 47.258965, 11.42214 47.259, 11.422162 47.258966, 11.422324 47.259015, 11.422388 47.258917))"
,422.628976276359,74382.69982463919,"POLYGON ((11.421638 47.258906, 11.421756 47.258951, 11.421629 47.259099, 11.421512 47.259053, 11.421638 47.258906))"
