name,roof_area_m2,potential_kwh_yr,geometry_wkt
,108.85414146643639,19158.328898092805,"POLYGON ((11.419165 47.281616, 11.419236 47.281621, 11.419248 47.281539, 11.419165 47.281533, 11.419163 47.281544, 11.419177 47.281545, 11.419165 47.281616))"
,437.08834162089346,76927.54812527726,"POLYGON ((11.419291 47.281665, 11.41935 47.281669, 11.419348 47.281683, 11.419441 47.281691, 11.419444 47.281676, 11.419502 47.281681, 11.419509 47.281639, 11.419519 47.281575, 11.419471 47.281571, 11.419309 47.281559, 11.419291 47.281665))"
,166.7580467352867,29349.416225410463,"POLYGON ((11.419471 47.281571, 11.419478 47.281545, 11.419611 47.281556, 11.419593 47.281646, 11.419509 47.281639, 11.419519 47.281575, 11.419471 47.281571))"
,386.8768661272881,68090.32843840272,"POLYGON ((11.419959 47.28173, 11.419812 47.281722, 11.419816 47.281689, 11.419766 47.281686, 11.419767 47.281681, 11.419732 47.281679, 11.419738 47.281628, 11.419774 47.281629, 11.419776 47.281608, 11.419837 47.281611, 11.419836 47.281619, 11.419972 47.281627, 11.419959 47.28173))"
,376.6520772683156,66290.76559922355,"POLYGON ((11.419895 47.281435, 11.41989 47.281326, 11.419909 47.281326, 11.419909 47.281318, 11.41992 47.281317, 11.419919 47.281294, 11.419957 47.281293, 11.420063 47.281291, 11.420065 47.28136, 11.420054 47.28136, 11.420055 47.281396, 11.42 47.281397, 11.420002 47.281432, 11.419895 47.281435))"
,421.25482425526843,74140.84906892726,"POLYGON ((11.419974 47.281163, 11.419971 47.281126, 11.420001 47.281125, 11.419997 47.281054, 11.420028 47.281053, 11.420027 47.281017, 11.42017 47.281014, 11.420175 47.281121, 11.42012 47.281122, 11.420122 47.281159, 11.419974 47.281163))"
,368.724530230572,64895.51732058068,"POLYGON ((11.419957 47.281293, 11.419952 47.281188, 11.419975 47.281187, 11.419974 47.281163, 11.420122 47.281159, 11.420128 47.281264, 11.420061 47.281266, 11.420063 47.281291, 11.419957 47.281293))"
,651.2578309186949,114621.37824169033,"POLYGON ((11.418898 47.281116, 11.418855 47.28106, 11.418868 47.281054, 11.418842 47.281019, 11.418916 47.280996, 11.41893 47.280972, 11.419044 47.280934, 11.419124 47.280941, 11.419179 47.281021, 11.419154 47.281038, 11.418898 47.281116))"
,530.3678200550206,93344.73632968363,"POLYGON ((11.419076 47.281322, 11.419141 47.281335, 11.419213 47.281341, 11.419285 47.281339, 11.419367 47.281331, 11.419325 47.281204, 11.419284 47.281207, 11.419234 47.281209, 11.419183 47.281204, 11.419076 47.281322))"
,464.64609724670765,81777.71311542056,"POLYGON ((11.419367 47.281331, 11.419435 47.281321, 11.419509 47.281302, 11.419573 47.281281, 11.419478 47.281164, 11.419434 47.28118, 11.419373 47.281195, 11.419325 47.281204, 11.419367 47.281331))"
,492.10616986711193,86610.68589661171,"POLYGON ((11.419573 47.281281, 11.419642 47.281254, 11.419698 47.28122, 11.419758 47.281177, 11.419602 47.281094, 11.419563 47.281124, 11.419528 47.281142, 11.419478 47.281164, 11.419573 47.281281))"
,530.3786592933577,93346.64403563096,"POLYGON ((11.419758 47.281177, 11.419793 47.281142, 11.419834 47.281098, 11.419864 47.281052, 11.419884 47.281005, 11.419712 47.281009, 11.419678 47.281, 11.41965 47.281047, 11.419602 47.281094, 11.419758 47.281177))"
,240.62268214226646,42349.592057038906,"POLYGON ((11.402763 47.278304, 11.402737 47.278323, 11.402755 47.278334, 11.402704 47.278372, 11.402824 47.278447, 11.402901 47.27839, 11.402763 47.278304))"
,74.32126353422946,13080.542382024387,"POLYGON ((11.403276 47.27847, 11.403241 47.278415, 11.403331 47.278405, 11.403336 47.278433, 11.403325 47.278455, 11.403303 47.278464, 11.403276 47.27847))"
,60.701001599789485,10683.376281562952,"POLYGON ((11.403371 47.277984, 11.403352 47.277984, 11.40335 47.27804, 11.403327 47.278039, 11.403329 47.278095, 11.403368 47.278095, 11.403368 47.278086, 11.403371 47.277984))"
,35.96356772328765,6329.587919298628,"POLYGON ((11.40314 47.278212, 11.403195 47.278205, 11.403185 47.27817, 11.40313 47.278178, 11.40314 47.278212))"
,35.003190849592954,6160.56158952836,"POLYGON ((11.403521 47.278937, 11.403491 47.278918, 11.403486 47.278915, 11.403484 47.278914, 11.403506 47.278899, 11.403543 47.278899, 11.403564 47.27892, 11.403521 47.278937))"
,30.666338320876587,5397.27554447428,"POLYGON ((11.403436 47.27921, 11.403472 47.27918, 11.403477 47.279183, 11.403482 47.279186, 11.40349 47.27919, 11.403506 47.279197, 11.403515 47.279204, 11.403515 47.279212, 11.403513 47.279219, 11.403436 47.27921))"
,2241.9763825416267,394587.84332732635,"POLYGON ((11.399075 47.274078, 11.39907 47.274035, 11.399347 47.274018, 11.399345 47.274008, 11.399744 47.273987, 11.399941 47.273976, 11.399948 47.273929, 11.399982 47.273928, 11.399987 47.273892, 11.400057 47.273354, 11.399381 47.273392, 11.399377 47.273355, 11.39961 47.273343, 11.399608 47.273317, 11.399644 47.273315, 11.399648 47.273341, 11.399849 47.27333, 11.399846 47.273303, 11.399877 47.273301, 11.399884 47.27333, 11.400061 47.273319, 11.400063 47.273285, 11.400129 47.27328, 11.400114 47.273405, 11.40013 47.273405, 11.400053 47.273941, 11.400025 47.27394, 11.400015 47.274018, 11.399879 47.274027, 11.399724 47.274037, 11.399075 47.274078))"
,197.19808728985038,34706.863363013676,"POLYGON ((11.397427 47.273766, 11.397418 47.273704, 11.39759 47.273693, 11.3976 47.273755, 11.397427 47.273766))"
,234.19787998382637,41218.82687715345,"POLYGON ((11.39923 47.272755, 11.399402 47.272748, 11.399406 47.272812, 11.399407 47.272823, 11.399235 47.272829, 11.399235 47.272818, 11.39923 47.272755))"
,605.3923504256378,106549.05367491225,"POLYGON ((11.399406 47.272812, 11.399403 47.272756, 11.39999 47.272737, 11.399994 47.272794, 11.399406 47.272812))"
,126.61525128603245,22284.28422634171,"POLYGON ((11.39854 47.270528, 11.398481 47.270526, 11.398472 47.270484, 11.398529 47.270473, 11.398602 47.270467, 11.398612 47.270522, 11.39854 47.270528))"
,416.96877224737295,73386.50391553766,"POLYGON ((11.419397 47.28081, 11.419403 47.280717, 11.419425 47.280718, 11.419428 47.280686, 11.419593 47.28069, 11.419585 47.280816, 11.419397 47.28081))"
,125.15569202880899,22027.401797070386,"POLYGON ((11.419355 47.280848, 11.419247 47.280838, 11.419259 47.280776, 11.419367 47.280786, 11.419355 47.280848))"
,356.81543012726434,62799.51570239853,"POLYGON ((11.419671 47.280797, 11.419675 47.28071, 11.419899 47.280715, 11.419894 47.280803, 11.419671 47.280797))"
,551.2809176949575,97025.44151431252,"POLYGON ((11.419865 47.280501, 11.419865 47.280488, 11.41978 47.280486, 11.419785 47.280392, 11.420079 47.2804, 11.420073 47.280506, 11.419865 47.280501))"
,307.41023642317447,54104.2016104787,"POLYGON ((11.420364 47.280542, 11.420398 47.280446, 11.420248 47.280422, 11.420235 47.28046, 11.420208 47.280455, 11.420188 47.280514, 11.420364 47.280542))"
,54.79346671787124,9643.65014234534,"POLYGON ((11.420295 47.280551, 11.420283 47.280585, 11.420369 47.280598, 11.420381 47.280565, 11.420295 47.280551))"
,584.3188612177714,102840.11957432778,"POLYGON ((11.420142 47.280849, 11.420141 47.280843, 11.420113 47.280845, 11.420099 47.28075, 11.420126 47.280748, 11.420117 47.280687, 11.420147 47.280685, 11.420142 47.280652, 11.420236 47.280645, 11.420238 47.280664, 11.420279 47.280661, 11.420312 47.280664, 11.42032 47.280707, 11.420286 47.280709, 11.420295 47.280771, 11.420255 47.280774, 11.420266 47.28084, 11.420142 47.280849))"
,510.99246405128207,89934.67367302567,"POLYGON ((11.420653 47.281538, 11.420828 47.281519, 11.420793 47.281363, 11.420618 47.281381, 11.420653 47.281538))"
,511.1469355137742,89961.86065042428,"POLYGON ((11.420723 47.281049, 11.420688 47.280893, 11.420514 47.280911, 11.420548 47.281068, 11.420723 47.281049))"
,510.8296983559135,89906.02691064076,"POLYGON ((11.420758 47.281206, 11.420723 47.281049, 11.420548 47.281068, 11.420583 47.281224, 11.420758 47.281206))"
,510.83121044553525,89906.29303841421,"POLYGON ((11.420793 47.281363, 11.420758 47.281206, 11.420583 47.281224, 11.420618 47.281381, 11.420793 47.281363))"
,510.9921318306137,89934.61520218803,"POLYGON ((11.421023 47.281503, 11.421198 47.281485, 11.421162 47.281328, 11.420988 47.281346, 11.421023 47.281503))"
,510.83087825899986,89906.23457358399,"POLYGON ((11.421162 47.281328, 11.421128 47.281172, 11.420953 47.28119, 11.420988 47.281346, 11.421162 47.281328))"
,510.82936624508386,89905.96845913476,"POLYGON ((11.421128 47.281172, 11.421093 47.281015, 11.420918 47.281033, 11.420953 47.28119, 11.421128 47.281172))"
,511.1466031516146,89961.80215468419,"POLYGON ((11.421093 47.281015, 11.421058 47.280858, 11.420883 47.280877, 11.420918 47.281033, 11.421093 47.281015))"
,611.0508107914146,107544.94269928898,"POLYGON ((11.420585 47.280833, 11.420444 47.28081, 11.420522 47.280585, 11.420663 47.280608, 11.420585 47.280833))"
,610.8895759256502,107516.56536291445,"POLYGON ((11.420522 47.280585, 11.420599 47.280361, 11.42074 47.280384, 11.420663 47.280608, 11.420522 47.280585))"
,217.73306712634,38321.01981423584,"POLYGON ((11.420864 47.280764, 11.420958 47.280755, 11.420931 47.28063, 11.420837 47.28064, 11.420864 47.280764))"
,569.8857323172183,100299.88888783043,"POLYGON ((11.420958 47.280755, 11.42105 47.280746, 11.421042 47.280706, 11.421138 47.280696, 11.421147 47.280736, 11.42124 47.280727, 11.421212 47.280602, 11.421118 47.280611, 11.42112 47.280619, 11.421023 47.280629, 11.421021 47.280621, 11.420931 47.28063, 11.420958 47.280755))"
,546.5478976414302,96192.42998489173,"POLYGON ((11.42124 47.280727, 11.421327 47.280718, 11.421318 47.280677, 11.42141 47.280668, 11.421419 47.280708, 11.42151 47.280699, 11.421483 47.280574, 11.421392 47.280583, 11.421394 47.280592, 11.421302 47.280601, 11.4213 47.280593, 11.421212 47.280602, 11.42124 47.280727))"
,214.3990995992695,37734.24152947144,"POLYGON ((11.42151 47.280699, 11.421602 47.280689, 11.421575 47.280565, 11.421483 47.280574, 11.42151 47.280699))"
,635.6410547093208,111872.82562884047,"POLYGON ((11.421329 47.28048, 11.421223 47.280483, 11.421223 47.280478, 11.421038 47.280495, 11.421019 47.280409, 11.421217 47.280391, 11.421212 47.280312, 11.421317 47.280309, 11.421329 47.28048))"
,630.7152517624045,111005.88431018319,"POLYGON ((11.421481 47.280435, 11.421509 47.280344, 11.421539 47.280348, 11.421542 47.280337, 11.421633 47.28035, 11.421638 47.280332, 11.421647 47.280334, 11.421659 47.280296, 11.421802 47.280317, 11.421765 47.280433, 11.421706 47.280424, 11.421693 47.280466, 11.421481 47.280435))"
,631.3738079934357,111121.79020684469,"POLYGON ((11.42176 47.280686, 11.421859 47.2807, 11.421874 47.280652, 11.421948 47.280662, 11.421992 47.280521, 11.421917 47.28051, 11.421926 47.28048, 11.421912 47.280465, 11.421833 47.280454, 11.42176 47.280686))"
,34.5183327766629,6075.226568692672,"POLYGON ((11.421733 47.280764, 11.421789 47.280759, 11.421783 47.280726, 11.421726 47.280731, 11.421733 47.280764))"
,373.0643818276898,65659.33120167341,"POLYGON ((11.421558 47.281061, 11.421527 47.281148, 11.421718 47.281179, 11.421727 47.281154, 11.421768 47.28116, 11.42179 47.281097, 11.421558 47.281061))"
,609.268471741115,107231.25102643625,"POLYGON ((11.421612 47.281721, 11.421644 47.281616, 11.421408 47.281582, 11.421388 47.281644, 11.421339 47.281636, 11.421314 47.281716, 11.421449 47.281736, 11.421461 47.281699, 11.421612 47.281721))"
,326.4612477344058,57457.179601255426,"POLYGON ((11.420184 47.28176, 11.420164 47.28166, 11.42021 47.281656, 11.420207 47.281641, 11.420284 47.281634, 11.420287 47.281649, 11.420329 47.281645, 11.420349 47.281744, 11.420184 47.28176))"
,335.1561719681734,58987.48626639851,"POLYGON ((11.420667 47.281613, 11.420711 47.281609, 11.420708 47.281593, 11.420778 47.281587, 11.420781 47.281601, 11.420836 47.281596, 11.420857 47.281697, 11.420688 47.281713, 11.420667 47.281613))"
,337.2567590403785,59357.189591106624,"POLYGON ((11.420498 47.281628, 11.420539 47.281625, 11.420536 47.28161, 11.420614 47.281603, 11.420617 47.281618, 11.420667 47.281613, 11.420688 47.281713, 11.420518 47.281728, 11.420498 47.281628))"
,333.4345539448311,58684.48149429028,"POLYGON ((11.420329 47.281645, 11.420375 47.28164, 11.420372 47.281626, 11.420448 47.281618, 11.420451 47.281633, 11.420498 47.281628, 11.420518 47.281728, 11.420349 47.281744, 11.420329 47.281645))"
,398.91538881386197,70209.10843123971,"POLYGON ((11.421173 47.281887, 11.421074 47.281872, 11.421057 47.281925, 11.420966 47.281911, 11.420997 47.281817, 11.421052 47.281825, 11.421071 47.281765, 11.421207 47.281786, 11.421173 47.281887))"
,588.6344259968955,103599.65897545364,"POLYGON ((11.42149 47.281989, 11.421418 47.28198, 11.421422 47.281965, 11.421385 47.281961, 11.421381 47.281981, 11.421352 47.281978, 11.421353 47.281972, 11.421308 47.281967, 11.421312 47.281952, 11.421286 47.281934, 11.421316 47.281833, 11.421389 47.281827, 11.421427 47.281831, 11.421433 47.281807, 11.421533 47.281819, 11.42149 47.281989))"
,512.425812389439,90186.94298054128,"POLYGON ((11.421778 47.281661, 11.421822 47.28155, 11.422058 47.281593, 11.422023 47.281682, 11.422014 47.281704, 11.421979 47.281697, 11.421778 47.281661))"
,66.80564987030745,11757.794377174112,"POLYGON ((11.421979 47.281697, 11.421968 47.281723, 11.422042 47.281746, 11.422073 47.281699, 11.422023 47.281682, 11.422014 47.281704, 11.421979 47.281697))"
,314.4754784325358,55347.6842041263,"POLYGON ((11.422037 47.281295, 11.42206 47.281198, 11.422234 47.281218, 11.422211 47.281315, 11.422037 47.281295))"
,464.43388467782023,81740.36370329637,"POLYGON ((11.422069 47.280924, 11.422293 47.280953, 11.42231 47.280893, 11.422274 47.280889, 11.422291 47.280829, 11.422102 47.280805, 11.422069 47.280924))"
,435.8787905635637,76714.66713918722,"POLYGON ((11.422186 47.280629, 11.422161 47.28052, 11.422261 47.280508, 11.422264 47.280522, 11.422391 47.280508, 11.422414 47.280605, 11.422186 47.280629))"
,577.6053835695966,101658.54750824902,"POLYGON ((11.422224 47.280331, 11.422247 47.280205, 11.422391 47.280217, 11.422387 47.280238, 11.42251 47.280249, 11.422492 47.280354, 11.422224 47.280331))"
,283.37369446875465,49873.77022650082,"POLYGON ((11.422694 47.280574, 11.422803 47.280562, 11.42277 47.280422, 11.422663 47.280433, 11.422681 47.280515, 11.422694 47.280574))"
,388.76404082417014,68422.47118505395,"POLYGON ((11.422803 47.280562, 11.422906 47.280551, 11.422888 47.280477, 11.422941 47.280472, 11.422918 47.280379, 11.422808 47.280392, 11.422814 47.280417, 11.42277 47.280422, 11.422803 47.280562))"
,181.61492746078935,31964.227233098933,"POLYGON ((11.4226 47.280626, 11.422579 47.280525, 11.422681 47.280515, 11.422694 47.280574, 11.42268 47.280576, 11.422688 47.280618, 11.4226 47.280626))"
,621.9698654956406,109466.69632723276,"POLYGON ((11.422733 47.280236, 11.422876 47.280228, 11.422878 47.280246, 11.422964 47.28024, 11.422963 47.280212, 11.422998 47.28021, 11.423018 47.280191, 11.423014 47.280164, 11.423005 47.280088, 11.423004 47.280081, 11.422916 47.280087, 11.422919 47.280112, 11.422834 47.280116, 11.422836 47.28013, 11.422722 47.280137, 11.422733 47.280236))"
,77.27909903873041,13601.121430816554,"POLYGON ((11.423014 47.280164, 11.423065 47.28016, 11.423064 47.280083, 11.423005 47.280088, 11.423014 47.280164))"
,223.83157811971134,39394.3577490692,"POLYGON ((11.423126 47.280258, 11.423236 47.280262, 11.423241 47.280208, 11.423242 47.280185, 11.423245 47.280151, 11.423135 47.280147, 11.423126 47.280258))"
,72.92359126392017,12834.552062449953,"POLYGON ((11.423241 47.280208, 11.423305 47.28021, 11.423313 47.280112, 11.423274 47.28011, 11.42327 47.280158, 11.423286 47.280159, 11.423284 47.280186, 11.423242 47.280185, 11.423241 47.280208))"
,218.09175139496438,38384.14824551373,"POLYGON ((11.423112 47.280511, 11.423172 47.280513, 11.423224 47.280515, 11.423225 47.280505, 11.42323 47.280408, 11.423119 47.280405, 11.423112 47.280511))"
,102.27147284191561,17999.779220177148,"POLYGON ((11.423172 47.280513, 11.423182 47.280567, 11.423282 47.280557, 11.423284 47.280507, 11.423225 47.280505, 11.423224 47.280515, 11.423172 47.280513))"
,95.56717659301928,16819.823080371396,"POLYGON ((11.423322 47.279993, 11.423323 47.279949, 11.423443 47.27995, 11.423441 47.279994, 11.423322 47.279993))"
,307.4049776796298,54103.27607161485,"POLYGON ((11.423068 47.280975, 11.423188 47.280981, 11.423191 47.280954, 11.423224 47.280955, 11.423229 47.280908, 11.423196 47.280907, 11.423202 47.280854, 11.423082 47.280848, 11.423068 47.280975))"
,71.89869788081042,12654.170827022634,"POLYGON ((11.422511 47.280814, 11.422515 47.280758, 11.422585 47.28076, 11.422582 47.280816, 11.422511 47.280814))"
,974.5125999125759,171514.21758461336,"POLYGON ((11.422618 47.280844, 11.42268 47.280926, 11.422607 47.280952, 11.422667 47.281031, 11.422804 47.280983, 11.422774 47.280944, 11.422834 47.280923, 11.423002 47.28093, 11.423009 47.280841, 11.422961 47.280839, 11.422867 47.280824, 11.422828 47.280772, 11.422618 47.280844))"
,276.6231884839732,48685.681173179284,"POLYGON ((11.421718 47.281937, 11.421786 47.281949, 11.421777 47.281972, 11.421843 47.281984, 11.421852 47.281961, 11.421919 47.281973, 11.421916 47.281982, 11.421951 47.281988, 11.421933 47.282034, 11.421893 47.282027, 11.421886 47.282036, 11.421876 47.282042, 11.421864 47.282044, 11.421833 47.282039, 11.421837 47.282029, 11.42173 47.282009, 11.421726 47.282018, 11.421705 47.282015, 11.42169 47.282007, 11.421685 47.281997, 11.421692 47.281977, 11.421702 47.281979, 11.421718 47.281937))"
,55.40324190593919,9750.970575445299,"POLYGON ((11.421933 47.282034, 11.421991 47.282045, 11.422005 47.281991, 11.421952 47.281983, 11.421951 47.281988, 11.421933 47.282034))"
,289.72681771086593,50991.919917112406,"POLYGON ((11.422128 47.282004, 11.422111 47.282048, 11.4221 47.282046, 11.42208 47.2821, 11.422237 47.282127, 11.422252 47.282088, 11.422275 47.28203, 11.422128 47.282004))"
,39.39647436879305,6933.7794889075785,"POLYGON ((11.422237 47.282127, 11.422235 47.282132, 11.422281 47.28214, 11.422298 47.282096, 11.422252 47.282088, 11.422237 47.282127))"
,382.7045705590884,67356.00441839956,"POLYGON ((11.422107 47.281915, 11.422137 47.281821, 11.422348 47.281851, 11.422319 47.281946, 11.422264 47.281938, 11.422159 47.281923, 11.422107 47.281915))"
,84.42472500084733,14858.751600149131,"POLYGON ((11.422145 47.28196, 11.422159 47.281923, 11.422264 47.281938, 11.422247 47.281984, 11.422145 47.28196))"
,245.99623358999318,43295.33711183881,"POLYGON ((11.422316 47.28176, 11.422318 47.281756, 11.422304 47.281751, 11.422336 47.281704, 11.42235 47.281708, 11.422373 47.281674, 11.422496 47.281713, 11.422439 47.281798, 11.422316 47.28176))"
,342.6834539293401,60312.28789156386,"POLYGON ((11.422454 47.28147, 11.422385 47.281576, 11.422443 47.281593, 11.422534 47.28162, 11.422602 47.281515, 11.422454 47.28147))"
,39.39645376532016,6933.775862696348,"POLYGON ((11.422385 47.281576, 11.422374 47.281572, 11.422357 47.281598, 11.422426 47.281619, 11.422443 47.281593, 11.422385 47.281576))"
,400.0339273438561,70405.97121251868,"POLYGON ((11.422563 47.281785, 11.422679 47.281816, 11.422714 47.281825, 11.422721 47.281813, 11.422754 47.281754, 11.422773 47.281759, 11.422805 47.281702, 11.422712 47.281678, 11.422702 47.281695, 11.422625 47.281675, 11.422563 47.281785))"
,76.59222501116155,13480.231601964433,"POLYGON ((11.422657 47.281859, 11.422679 47.281816, 11.422714 47.281825, 11.422721 47.281813, 11.422762 47.281822, 11.422735 47.281876, 11.422657 47.281859))"
,711.522149673965,125227.89834261786,"POLYGON ((11.42239 47.282159, 11.422519 47.282191, 11.422551 47.282133, 11.422582 47.282076, 11.422622 47.282004, 11.422605 47.281999, 11.422655 47.281909, 11.422543 47.281881, 11.42239 47.282159))"
,34.490178030745646,6070.271333411234,"POLYGON ((11.422551 47.282133, 11.422579 47.282141, 11.422611 47.282083, 11.422582 47.282076, 11.422551 47.282133))"
,29.288060740798002,5154.698690380449,"POLYGON ((11.422638 47.281973, 11.422668 47.281981, 11.422693 47.281935, 11.422663 47.281928, 11.422638 47.281973))"
,434.1296296618925,76406.81482049309,"POLYGON ((11.42264 47.282206, 11.422678 47.282102, 11.422892 47.282138, 11.422855 47.282242, 11.42264 47.282206))"
,196.60460807104278,34602.41102050353,"POLYGON ((11.422725 47.28191, 11.422742 47.281876, 11.422799 47.281888, 11.422932 47.281917, 11.422954 47.281869, 11.422981 47.281875, 11.422989 47.281877, 11.422949 47.281962, 11.422906 47.281952, 11.422813 47.281931, 11.422725 47.28191))"
,654.4372504777507,115180.95608408411,"POLYGON ((11.422799 47.281888, 11.422858 47.281762, 11.422895 47.28177, 11.422938 47.281678, 11.423094 47.281711, 11.423046 47.281811, 11.422986 47.281798, 11.422971 47.281832, 11.423 47.281838, 11.422981 47.281875, 11.422954 47.281869, 11.422932 47.281917, 11.422799 47.281888))"
,132.0748143884364,23245.167332364814,"POLYGON ((11.422813 47.281931, 11.422792 47.28198, 11.422815 47.281986, 11.422804 47.282014, 11.422873 47.28203, 11.422906 47.281952, 11.422813 47.281931))"
,206.02079373470409,36259.65969730793,"POLYGON ((11.423047 47.281472, 11.423151 47.281491, 11.42319 47.281389, 11.423086 47.28137, 11.423047 47.281472))"
,194.11361418072553,34163.99609580769,"POLYGON ((11.42319 47.281389, 11.423227 47.281293, 11.423124 47.281274, 11.423086 47.28137, 11.42319 47.281389))"
,351.48066197754747,61860.59650804836,"POLYGON ((11.423093 47.281172, 11.423186 47.281185, 11.423264 47.281197, 11.423299 47.281089, 11.423128 47.281064, 11.423093 47.281172))"
,150.8448490495185,26548.693432715256,"POLYGON ((11.42305 47.281166, 11.423093 47.281172, 11.423186 47.281185, 11.423168 47.281244, 11.423033 47.281225, 11.42305 47.281166))"
,399.31949144078476,70280.23049357813,"POLYGON ((11.423397 47.281458, 11.423536 47.281487, 11.423601 47.281344, 11.423462 47.281315, 11.423397 47.281458))"
,399.2674509595127,70271.07136887424,"POLYGON ((11.42331 47.281666, 11.423449 47.281695, 11.423514 47.281552, 11.423374 47.281523, 11.42331 47.281666))"
,399.26428813283735,70270.51471137938,"POLYGON ((11.42348 47.281247, 11.423619 47.281276, 11.423684 47.281133, 11.423544 47.281104, 11.42348 47.281247))"
,396.25547465954446,69740.96354007983,"POLYGON ((11.423223 47.281876, 11.423361 47.281905, 11.423425 47.281761, 11.423287 47.281733, 11.423223 47.281876))"
,669.5690424433808,117844.15147003502,"POLYGON ((11.423182 47.28194, 11.423181 47.282033, 11.423186 47.282102, 11.423197 47.282179, 11.423316 47.282202, 11.423346 47.28212, 11.423298 47.28211, 11.423352 47.281969, 11.423368 47.281961, 11.423383 47.281922, 11.423373 47.281916, 11.423263 47.281956, 11.423182 47.28194))"
Ust. Arzlerstraße 43,41.75159001190659,7348.2798420955605,"POLYGON ((11.423609 47.282338, 11.423647 47.28234, 11.423653 47.28228, 11.423614 47.282278, 11.423609 47.282338))"
,1090.1391055300505,191864.48257328893,"POLYGON ((11.424295 47.282557, 11.42437 47.282565, 11.424375 47.282548, 11.424397 47.28255, 11.424418 47.282537, 11.424436 47.282465, 11.424471 47.282468, 11.424498 47.28235, 11.424516 47.282352, 11.424543 47.282234, 11.4244 47.282218, 11.42441 47.282173, 11.424356 47.282166, 11.424291 47.282395, 11.424334 47.282399, 11.424295 47.282557))"
,1013.7334880603661,178417.09389862447,"POLYGON ((11.421437 47.282198, 11.421847 47.282368, 11.421879 47.282333, 11.421909 47.282346, 11.421968 47.282281, 11.4219 47.282253, 11.421919 47.282232, 11.421859 47.282207, 11.42184 47.282227, 11.421779 47.282202, 11.421771 47.28221, 11.421709 47.282184, 11.421717 47.282175, 11.421657 47.28215, 11.421648 47.282159, 11.421636 47.282171, 11.421563 47.282141, 11.421549 47.282156, 11.421496 47.282133, 11.421437 47.282198))"
,84.42801680665724,14859.330957971673,"POLYGON ((11.422024 47.282464, 11.422045 47.282433, 11.422144 47.282461, 11.42211 47.282508, 11.422024 47.282464))"
,531.3407115002797,93515.96522404923,"POLYGON ((11.42219 47.282371, 11.422242 47.282276, 11.422331 47.282298, 11.422337 47.282289, 11.422466 47.282321, 11.422462 47.282329, 11.422496 47.282338, 11.422449 47.282436, 11.42219 47.282371))"
,58.91720358525151,10369.427831004266,"POLYGON ((11.422501 47.282344, 11.422549 47.282355, 11.42258 47.282295, 11.422532 47.282284, 11.422501 47.282344))"
,1006.2340637554186,177097.1952209537,"POLYGON ((11.393357 47.273736, 11.393545 47.273655, 11.393743 47.273862, 11.393556 47.273943, 11.393357 47.273736))"
,386.27617793069896,67984.60731580303,"POLYGON ((11.393902 47.273822, 11.39396 47.273798, 11.393944 47.27378, 11.39384 47.273663, 11.393798 47.273616, 11.393783 47.273599, 11.393753 47.273565, 11.393734 47.273543, 11.393655 47.273576, 11.393679 47.273603, 11.393694 47.273597, 11.393718 47.273623, 11.393723 47.273621, 11.393902 47.273822))"
,492.11119514915293,86611.57034625094,"POLYGON ((11.395063 47.275692, 11.39505 47.275673, 11.394989 47.275692, 11.394975 47.275672, 11.394835 47.275715, 11.394876 47.275777, 11.394922 47.275763, 11.394967 47.275831, 11.395146 47.275776, 11.39513 47.275754, 11.395108 47.27576, 11.395063 47.275692))"
,36.115934769801974,6356.404519485149,"POLYGON ((11.395695 47.276783, 11.39575 47.276787, 11.395756 47.276752, 11.3957 47.276748, 11.395695 47.276783))"
,81.8730354217462,14409.654234227331,"POLYGON ((11.395579 47.276486, 11.395576 47.276482, 11.395494 47.276504, 11.395527 47.276559, 11.395596 47.27654, 11.395566 47.27649, 11.395579 47.276486))"
,458.7913515653846,80747.2778755077,"POLYGON ((11.421065 47.283455, 11.421078 47.283454, 11.421296 47.283438, 11.421278 47.28333, 11.421047 47.283348, 11.421063 47.283443, 11.421065 47.283455))"
,147.08022439767623,25886.11949399102,"POLYGON ((11.420915 47.283516, 11.420936 47.283455, 11.421063 47.283443, 11.421065 47.283455, 11.421078 47.283454, 11.421061 47.283498, 11.420915 47.283516))"
,191.03720542929156,33622.54815555532,"POLYGON ((11.420789 47.283472, 11.420916 47.283484, 11.42093 47.283416, 11.420803 47.283404, 11.420799 47.283425, 11.42076 47.283421, 11.420752 47.28346, 11.42079 47.283464, 11.420789 47.283472))"
,928.698950156028,163451.01522746094,"POLYGON ((11.420972 47.283758, 11.421091 47.283778, 11.421098 47.283759, 11.421116 47.283762, 11.421148 47.283676, 11.421177 47.283681, 11.421197 47.283626, 11.421168 47.283621, 11.421183 47.283582, 11.421117 47.283571, 11.421113 47.283582, 11.421042 47.28357, 11.421046 47.283558, 11.420905 47.283547, 11.420878 47.283743, 11.420947 47.283756, 11.42098 47.283654, 11.421006 47.283657, 11.420972 47.283758))"
,349.6405625298875,61536.739005260206,"POLYGON ((11.42099 47.283294, 11.421204 47.283276, 11.421191 47.2832, 11.421143 47.283188, 11.420974 47.283207, 11.42099 47.283294))"
,194.5551178993695,34241.700750289034,"POLYGON ((11.421205 47.283241, 11.421302 47.283233, 11.421329 47.283231, 11.421322 47.283193, 11.421314 47.283146, 11.42119 47.283157, 11.421205 47.283241))"
